id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
40999819.0,35000.0,31235.049317332036,35000.0,31235.049317332036,0.2899,1154.66,1030.453201278589,12678.84,11314.976933901775,1.1205360889434814,2.0,1.0,36.0,10.0,1.0,3.0
41000050.0,14400.0,12850.991719130894,14400.0,12850.991719130894,0.2899,471.37,420.6647199060229,5163.09,4607.696307994967,1.1205360889434814,2.0,1.0,36.0,9.0,0.0,4.0
41000173.0,23500.0,20972.104541637225,23500.0,20972.104541637225,0.2299,1372.97,1225.2795903204963,7210.81,6435.143027654601,1.1205360889434814,2.0,1.0,60.0,26.0,1.0,3.0
41000583.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.2899,625.72,558.4112873954572,6874.15,6134.697550421086,1.1205360889434814,2.0,1.0,36.0,5.0,1.0,4.0
41000818.0,17625.0,15729.078406227918,17625.0,15729.078406227918,0.2899,553.77,494.2009502988275,5529.69,4934.861138844508,1.1205360889434814,2.0,1.0,36.0,6.0,0.0,2.0
41001368.0,18400.0,16420.7116411117,18400.0,16420.7116411117,0.2899,383.48,342.2290489202997,4163.02,3715.203857401132,1.1205360889434814,2.0,0.0,60.0,7.0,1.0,2.0
41001386.0,18000.0,16063.739648913619,18000.0,16063.739648913619,0.2899,366.53,327.10236075090603,3648.94,3256.4234530281587,1.1205360889434814,2.0,1.0,60.0,6.0,0.0,3.0
41001421.0,12000.0,10709.159765942413,12000.0,10709.159765942413,0.2899,387.15,345.5042669487171,3858.18,3443.1555021469744,1.1205360889434814,2.0,1.0,36.0,8.0,0.0,3.0
41001705.0,4000.0,3569.719921980804,4000.0,3569.719921980804,0.2899,1372.97,1225.2795903204963,4059.46,3622.783808621049,1.1205360889434814,2.0,1.0,36.0,7.0,0.0,1.0
41001891.0,3600.0,3212.7479297827235,3600.0,3212.7479297827235,0.2899,120.08,107.16299205786373,1198.34,1069.4345428266192,1.1205360889434814,2.0,1.0,36.0,11.0,0.0,2.0
41002208.0,35000.0,32316.90150069306,12000.0,11080.080514523335,0.1399,410.08,378.64328478297745,3681.39,3399.174800446755,1.0830246210098267,3.0,1.0,36.0,14.0,1.0,1.0
41003340.0,7250.0,6694.215310857849,7250.0,6694.215310857849,0.1399,247.76,228.76672902319177,2471.97,2282.4688857905203,1.0830246210098267,3.0,1.0,36.0,15.0,0.0,1.0
41009186.0,28000.0,24988.03945386563,28000.0,24988.03945386563,0.2899,594.78,530.7995037989357,6438.17,5745.615927524788,1.1205360889434814,2.0,1.0,60.0,8.0,1.0,1.0
41009537.0,28000.0,24988.03945386563,28000.0,24988.03945386563,0.2899,916.56,817.9656229226814,10065.06,8982.361299483027,1.1205360889434814,2.0,1.0,60.0,9.0,1.0,1.0
41009947.0,15000.0,13386.449707428015,15000.0,13386.449707428015,0.2899,469.29,418.8084655465929,5145.75,4592.22157213318,1.1205360889434814,2.0,1.0,36.0,5.0,1.0,4.0
41010269.0,35000.0,31235.049317332036,6000.0,5354.579882971207,0.1561,209.79,187.2228856080882,2294.68,2047.8412276427277,1.1205360889434814,2.0,1.0,36.0,16.0,1.0,1.0
41011238.0,8000.0,7235.3226647623715,8000.0,7235.3226647623715,0.2899,268.36,242.70889878945377,2677.96,2421.98808541588,1.1056866943836212,0.0,1.0,36.0,12.0,1.0,1.0
41011791.0,28000.0,24988.03945386563,28000.0,24988.03945386563,0.2899,916.56,817.9656229226814,41913.62,37404.97107908327,1.1205360889434814,2.0,1.0,36.0,9.0,1.0,4.0
41012045.0,10050.0,8968.921303976771,10050.0,8968.921303976771,0.24989999999999998,294.93,263.20437414744964,3230.28,2882.7987173940382,1.1205360889434814,2.0,1.0,60.0,29.0,1.0,3.0
41012362.0,7525.0,6715.535603226388,7525.0,6715.535603226388,0.1757,270.43,241.3398396253172,2960.04,2641.6284394650147,1.1205360889434814,2.0,1.0,36.0,19.0,0.0,1.0
41012472.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.2899,308.41,275.23433028452496,3076.41,2745.480516295241,1.1205360889434814,2.0,1.0,36.0,4.0,1.0,2.0
41012639.0,2000.0,1784.859960990402,2000.0,1784.859960990402,0.2899,67.09,59.87312739142304,750.17,669.474198468085,1.1205360889434814,2.0,0.0,36.0,12.0,0.0,1.0
41021023.0,11500.0,10262.944775694812,11500.0,10262.944775694812,0.2899,351.89,314.0371858364563,3866.71,3450.767929880599,1.1205360889434814,2.0,1.0,36.0,2.0,0.0,2.0
41021296.0,28000.0,24988.03945386563,28000.0,24988.03945386563,0.1561,979.02,873.7067995044117,8884.02,7928.365795318976,1.1205360889434814,2.0,0.0,36.0,16.0,1.0,2.0
41021489.0,16400.0,15142.776703181891,16400.0,15142.776703181891,0.2899,381.52,352.27269315841187,3789.71,3499.190993891186,1.0830246210098267,3.0,1.0,60.0,14.0,1.0,1.0
41021709.0,8000.0,7139.439843961608,8000.0,7139.439843961608,0.2899,263.93,235.53904475209842,2898.11,2586.360250772947,1.1205360889434814,2.0,1.0,36.0,10.0,0.0,2.0
41021838.0,12000.0,11080.080514523335,12000.0,11080.080514523335,0.2899,375.43,346.64955229729134,3748.77,3461.3894525358037,1.0830246210098267,3.0,1.0,36.0,5.0,1.0,1.0
41022001.0,7500.0,6693.224853714008,7500.0,6693.224853714008,0.2899,245.51,219.1004845113768,2445.94,2182.830186492432,1.1205360889434814,2.0,1.0,36.0,9.0,1.0,1.0
41029580.0,23750.0,21195.212036761026,23750.0,21195.212036761026,0.2899,766.24,683.8155482546429,8415.46,7510.208803658144,1.1205360889434814,2.0,1.0,36.0,8.0,1.0,2.0
41029610.0,25000.0,22310.749512380025,25000.0,22310.749512380025,0.2899,509.07,454.30933017069196,5103.98,4554.944771847896,1.1205360889434814,2.0,1.0,60.0,6.0,1.0,2.0
41029676.0,6000.0,5354.579882971207,6000.0,5354.579882971207,0.2899,188.52,168.24089992295532,1882.47,1679.972665382801,1.1205360889434814,2.0,1.0,36.0,6.0,1.0,4.0
41029948.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.2899,308.41,275.23433028452496,3382.9,3019.001381017216,1.1205360889434814,2.0,1.0,36.0,4.0,0.0,0.0
41029998.0,32000.0,28557.75937584643,1000.0,892.429980495201,0.2899,723.04,645.2625730972501,7207.84,6432.49251061253,1.1205360889434814,2.0,1.0,60.0,12.0,1.0,1.0
41030218.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.2899,654.68,584.2560596305982,6522.38,5820.76745618229,1.1205360889434814,2.0,1.0,36.0,10.0,1.0,4.0
41030352.0,19000.0,16956.16962940882,19000.0,16956.16962940882,0.2899,386.9,345.28115945359326,41913.62,37404.97107908327,1.1205360889434814,2.0,1.0,60.0,6.0,1.0,1.0
41030681.0,21000.0,18741.029590399223,21000.0,18741.029590399223,0.1825,536.13,478.45848544289214,5876.14,5244.043505587071,1.1205360889434814,2.0,1.0,60.0,21.0,1.0,4.0
41030705.0,11375.0,10151.391028132912,11375.0,10151.391028132912,0.2167,432.48,385.95811796456456,11734.21,10471.960801426592,1.1205360889434814,2.0,1.0,36.0,25.0,0.0,1.0
41030955.0,18225.0,16264.53639452504,18225.0,16264.53639452504,0.17859999999999998,657.6,586.8619551736442,6557.92,5852.484417689089,1.1205360889434814,2.0,1.0,36.0,20.0,1.0,1.0
41031246.0,23000.0,20525.889551389624,23000.0,20525.889551389624,0.2899,1372.97,1225.2795903204963,8136.91,7261.622432591206,1.1205360889434814,2.0,1.0,36.0,8.0,1.0,1.0
41031456.0,35000.0,31235.049317332036,16000.0,14278.879687923216,0.2899,489.59,436.9247941506454,5379.81,4801.103733367888,1.1205360889434814,2.0,1.0,36.0,2.0,1.0,4.0
41032092.0,1500.0,1338.6449707428017,1500.0,1338.6449707428017,0.1399,51.26,45.745960800184,561.53,501.1262069474702,1.1205360889434814,2.0,1.0,36.0,14.0,0.0,2.0
41032607.0,22950.0,21190.653984025877,22950.0,21190.653984025877,0.1884,593.32,547.8361142397488,5315.86,4908.346400327834,1.0830246210098267,3.0,1.0,60.0,22.0,1.0,1.0
41032907.0,10500.0,9695.070450207919,10500.0,9695.070450207919,0.2899,328.5,303.3172040850763,3280.4,3028.924676653529,1.0830246210098267,3.0,1.0,36.0,5.0,1.0,3.0
41039600.0,35000.0,31235.049317332036,35000.0,31235.049317332036,0.1333,802.29,715.9876490514948,8760.39,7818.034676830353,1.1205360889434814,2.0,1.0,60.0,13.0,1.0,4.0
41040819.0,18000.0,16063.739648913619,18000.0,16063.739648913619,0.20489999999999997,481.82,429.9906132021978,5279.53,4711.610854923829,1.1205360889434814,2.0,1.0,60.0,24.0,1.0,2.0
41040875.0,12000.0,10709.159765942413,1000.0,892.429980495201,0.1655,295.34,263.57027043945266,3237.71,2889.4294721491174,1.1205360889434814,2.0,1.0,60.0,17.0,0.0,2.0
41041523.0,4525.0,4038.2456617407847,4525.0,4038.2456617407847,0.1333,1372.97,1225.2795903204963,1678.39,1497.8455549633406,1.1205360889434814,2.0,1.0,36.0,13.0,0.0,3.0
41042399.0,11000.0,9816.72978544721,11000.0,9816.72978544721,0.2899,1372.97,1225.2795903204963,3846.16,3432.4284937814223,1.1205360889434814,2.0,1.0,36.0,7.0,0.0,2.0
41043003.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.2899,667.06,595.3043427891288,6745.7,6020.064919426478,1.1205360889434814,2.0,1.0,36.0,11.0,1.0,0.0
41043330.0,25000.0,22310.749512380025,25000.0,22310.749512380025,0.1465,590.17,526.6854015888528,6385.3,5698.433154456007,1.1205360889434814,2.0,1.0,60.0,15.0,1.0,1.0
41049957.0,24000.0,21418.319531884827,24000.0,21418.319531884827,0.2899,1372.97,1225.2795903204963,25389.94,22658.743658974323,1.1205360889434814,2.0,1.0,60.0,11.0,1.0,3.0
41050293.0,15000.0,13386.449707428015,15000.0,13386.449707428015,0.2899,460.97,411.38344810887287,5065.1,4520.247094206243,1.1205360889434814,2.0,1.0,36.0,3.0,1.0,2.0
41051794.0,5075.0,4589.90781545863,5075.0,4589.90781545863,0.1884,185.62,167.87757412914894,1845.58,1669.170850454017,1.1056866943836212,0.0,1.0,36.0,22.0,1.0,1.0
41052014.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.1884,258.53,230.7199228574243,11151.04,9951.522409701207,1.1205360889434814,2.0,0.0,60.0,22.0,1.0,1.0
41052471.0,15000.0,13386.449707428015,15000.0,13386.449707428015,0.2899,471.3,420.60224980738826,5170.67,4614.460927247122,1.1205360889434814,2.0,1.0,36.0,6.0,0.0,4.0
41052687.0,15250.0,13609.557202551816,15250.0,13609.557202551816,0.2899,443.15,395.4803458564483,4389.99,3917.7586900741276,1.1205360889434814,2.0,1.0,60.0,28.0,1.0,0.0
41052962.0,11075.0,10225.990974862161,11075.0,10225.990974862161,0.1757,398.01,367.4985704654527,11722.41,10823.770552021124,1.0830246210098267,3.0,1.0,36.0,19.0,1.0,2.0
41059164.0,7200.0,6425.495859565447,7200.0,6425.495859565447,0.2899,218.81,195.27260403215493,2404.54,2145.8835852999305,1.1205360889434814,2.0,1.0,36.0,1.0,0.0,1.0
41059669.0,4000.0,3569.719921980804,4000.0,3569.719921980804,0.1333,135.42,120.85286795866011,1482.21,1322.768641389792,1.1205360889434814,2.0,1.0,36.0,13.0,0.0,2.0
41060497.0,9000.0,8031.8698244568095,9000.0,8031.8698244568095,0.2899,275.4,245.77521662837833,3026.2,2700.671606974577,1.1205360889434814,2.0,1.0,36.0,2.0,0.0,1.0
41060685.0,27575.0,24608.75671215517,27575.0,24608.75671215517,0.17859999999999998,994.97,887.9410576933102,10917.31,9742.934750360062,1.1205360889434814,2.0,1.0,60.0,20.0,1.0,4.0
41061047.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.2899,451.9,403.28910818578134,4547.2,4058.057607307778,1.1205360889434814,2.0,1.0,60.0,12.0,1.0,0.0
41061151.0,11250.0,10039.837280571011,11250.0,10039.837280571011,0.1699,279.54,249.46987674762852,3064.32,2734.6910378310545,1.1205360889434814,2.0,1.0,60.0,18.0,0.0,1.0
41061274.0,9600.0,8567.32781275393,1000.0,892.429980495201,0.2899,301.63,269.1836550167675,3313.57,2957.1292104694835,1.1205360889434814,2.0,1.0,36.0,6.0,0.0,2.0
41062026.0,11775.0,10508.363020330993,11775.0,10508.363020330993,0.1884,430.68,384.3517439996732,4294.48,3832.5227026370308,1.1205360889434814,2.0,1.0,60.0,22.0,1.0,1.0
41062721.0,8000.0,7386.720343015557,8000.0,7386.720343015557,0.2899,244.8,226.03364249627603,2445.16,2257.71413924099,1.0830246210098267,3.0,1.0,36.0,2.0,1.0,4.0
41063055.0,18450.0,16465.33314013646,18450.0,16465.33314013646,0.24989999999999998,541.43,483.1883643395166,5363.07,4786.164455494398,1.1205360889434814,2.0,1.0,60.0,29.0,0.0,2.0
41069432.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.1333,1372.97,1225.2795903204963,3716.53,3316.74279540983,1.1205360889434814,2.0,1.0,36.0,13.0,1.0,4.0
41069800.0,20000.0,18466.800857538892,20000.0,18466.800857538892,0.2899,1372.97,1267.7181786687586,6248.43,5769.425624113587,1.0830246210098267,3.0,1.0,36.0,5.0,1.0,1.0
41070065.0,12000.0,10709.159765942413,12000.0,10709.159765942413,0.2899,377.04,336.48179984591064,4133.81,3689.1359776708673,1.1205360889434814,2.0,1.0,36.0,6.0,1.0,0.0
41070305.0,15000.0,13386.449707428015,15000.0,13386.449707428015,0.2899,491.01,438.19204472294865,5378.21,4799.675845399095,1.1205360889434814,2.0,1.0,36.0,9.0,0.0,2.0
41070345.0,35000.0,32316.90150069306,20000.0,18466.800857538892,0.2899,447.83,413.4993714015821,5022.93,4637.872401567892,1.0830246210098267,3.0,1.0,60.0,11.0,1.0,2.0
41071679.0,9500.0,8478.08481470441,9500.0,8478.08481470441,0.2899,1372.97,1225.2795903204963,9797.91,8743.948630193736,1.1205360889434814,2.0,1.0,36.0,4.0,0.0,4.0
41072014.0,9000.0,8031.8698244568095,9000.0,8031.8698244568095,0.2899,301.91,269.4335354113062,9047.59,8074.340567228576,1.1205360889434814,2.0,1.0,36.0,12.0,1.0,1.0
41072317.0,3000.0,2677.2899414856033,3000.0,2677.2899414856033,0.2899,100.64,89.81415323703703,3080.69,2749.300116611761,1.1205360889434814,2.0,1.0,36.0,12.0,0.0,3.0
41072382.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.2899,440.16,392.8119802147677,4375.98,3905.2557460473895,1.1205360889434814,2.0,1.0,60.0,10.0,1.0,4.0
41074178.0,22000.0,20313.48094329278,22000.0,20313.48094329278,0.1699,546.64,504.73460103825295,5424.87,5008.99969840185,1.0830246210098267,3.0,1.0,60.0,18.0,1.0,2.0
41074452.0,5000.0,4616.700214384723,5000.0,4616.700214384723,0.2899,153.0,141.27102656017252,1528.22,1411.0667203254043,1.0830246210098267,3.0,1.0,36.0,2.0,1.0,4.0
41079202.0,18700.0,16688.44063526026,18700.0,16688.44063526026,0.2899,1372.97,1225.2795903204963,6774.13,6045.436703771957,1.1205360889434814,2.0,1.0,36.0,10.0,1.0,4.0
41079251.0,6000.0,5354.579882971207,6000.0,5354.579882971207,0.2899,185.05,165.14416789063696,2033.24,1814.5243335420625,1.1205360889434814,2.0,1.0,36.0,4.0,0.0,2.0
41079415.0,17050.0,15215.931167443177,17050.0,15215.931167443177,0.20489999999999997,456.39,407.2961187982048,4913.54,4384.99040636239,1.1205360889434814,2.0,1.0,60.0,24.0,1.0,2.0
41081696.0,12000.0,10709.159765942413,12000.0,10709.159765942413,0.2899,268.7,239.7959357590605,2670.61,2383.3324302102887,1.1205360889434814,2.0,1.0,60.0,11.0,1.0,1.0
41082307.0,35000.0,31235.049317332036,35000.0,31235.049317332036,0.1399,1196.05,1067.390878171285,11933.3,10649.634686243382,1.1205360889434814,2.0,1.0,36.0,14.0,0.0,1.0
41090896.0,10000.0,9044.153330952964,10000.0,9044.153330952964,0.2899,329.91,298.37566254146924,3292.69,2977.9593231295516,1.1056866943836212,0.0,1.0,36.0,10.0,1.0,2.0
41091897.0,8000.0,7139.439843961608,8000.0,7139.439843961608,0.1333,270.83,241.6968116175153,2967.28,2648.0896325238004,1.1205360889434814,2.0,1.0,36.0,13.0,1.0,1.0
41092293.0,4800.0,4283.663906376965,4800.0,4283.663906376965,0.2899,148.04,132.11533431250956,1624.75,1449.9756108095778,1.1205360889434814,2.0,0.0,36.0,4.0,0.0,1.0
41092699.0,35000.0,31235.049317332036,24375.0,21752.980774570526,0.2299,687.01,613.108320900008,4777.94,4263.9769010072405,1.1205360889434814,2.0,1.0,60.0,26.0,1.0,1.0
41092836.0,12000.0,11080.080514523335,12000.0,11080.080514523335,0.1399,410.08,378.64328478297745,12277.94,11336.713646040553,1.0830246210098267,3.0,1.0,36.0,14.0,1.0,3.0
41092896.0,35000.0,31235.049317332036,25000.0,22310.749512380025,0.2899,543.44,484.9821486003121,5947.31,5307.557747298914,1.1205360889434814,2.0,1.0,60.0,9.0,1.0,1.0
41093805.0,5275.0,4707.568147112185,5275.0,4707.568147112185,0.2899,174.03,155.30958950557985,1736.92,1550.0794817217247,1.1205360889434814,2.0,1.0,36.0,10.0,1.0,1.0
41093812.0,28000.0,25853.52120055445,28000.0,25853.52120055445,0.2899,863.54,797.3410606259567,8613.87,7953.531095136427,1.0830246210098267,3.0,1.0,36.0,4.0,1.0,1.0
41100173.0,30000.0,27700.201286308336,30000.0,27700.201286308336,0.17859999999999998,759.52,701.295229365897,7565.43,6985.464460582523,1.0830246210098267,3.0,1.0,60.0,20.0,1.0,0.0
41100750.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.2899,611.98,546.1492994634532,6724.68,6001.306041236468,1.1205360889434814,2.0,1.0,36.0,2.0,1.0,4.0
41101268.0,35000.0,31235.049317332036,10000.0,8924.29980495201,0.2899,329.91,294.4215748651718,3577.76,3192.9002870165104,1.1205360889434814,2.0,1.0,36.0,10.0,0.0,2.0
41101927.0,17000.0,15171.309668418418,17000.0,15171.309668418418,0.2899,556.48,496.6194355459695,41913.62,37404.97107908327,1.1205360889434814,2.0,1.0,36.0,9.0,1.0,1.0
41101993.0,12000.0,11080.080514523335,12000.0,11080.080514523335,0.2299,338.22,312.29206930184023,3366.87,3108.7658901610985,1.0830246210098267,3.0,1.0,60.0,26.0,1.0,2.0
41102787.0,24000.0,21418.319531884827,24000.0,21418.319531884827,0.2899,542.28,483.9469298229376,24261.76,21651.922003579246,1.1205360889434814,2.0,1.0,60.0,12.0,1.0,3.0
41109147.0,15200.0,13564.935703527055,15200.0,13564.935703527055,0.2899,484.56,432.43587134875463,5322.42,4749.887176787268,1.1205360889434814,2.0,1.0,36.0,10.0,0.0,1.0
41109156.0,29675.0,26482.859671195092,29675.0,26482.859671195092,0.2899,915.2,816.751918149208,30812.55,27498.043395507408,1.1205360889434814,2.0,1.0,36.0,4.0,1.0,1.0
41109250.0,24625.0,22271.227577471673,24625.0,22271.227577471673,0.1699,611.87,553.384609861019,6095.46,5512.827486269056,1.1056866943836212,0.0,1.0,60.0,18.0,1.0,2.0
41109351.0,15000.0,13386.449707428015,15000.0,13386.449707428015,0.1399,348.95,311.4134416938004,3809.3,3399.5335247003695,1.1205360889434814,2.0,1.0,60.0,14.0,1.0,2.0
41109440.0,15000.0,13386.449707428015,15000.0,13386.449707428015,0.2899,478.19,426.7510923730002,15817.74,14116.225399678162,1.1205360889434814,2.0,1.0,36.0,7.0,1.0,1.0
41109561.0,11925.0,10642.227517405272,11925.0,10642.227517405272,0.1699,425.1,379.37198470850996,4664.84,4163.0430702132335,1.1205360889434814,2.0,1.0,36.0,18.0,1.0,1.0
41109915.0,6000.0,5354.579882971207,6000.0,5354.579882971207,0.2899,188.52,168.24089992295532,41913.62,37404.97107908327,1.1205360889434814,2.0,1.0,36.0,6.0,1.0,2.0
41110421.0,20000.0,18088.30666190593,20000.0,18088.30666190593,0.2899,611.98,553.4840955476595,6724.68,6081.9037021592785,1.1056866943836212,0.0,1.0,36.0,2.0,1.0,4.0
41110706.0,25000.0,22310.749512380025,25000.0,22310.749512380025,0.1399,581.58,519.0194280563991,6377.95,5691.873794099367,1.1205360889434814,2.0,1.0,60.0,14.0,1.0,2.0
41111764.0,12000.0,11080.080514523335,12000.0,11080.080514523335,0.2899,244.36,225.62737287741018,2455.11,2266.9013726676153,1.0830246210098267,3.0,0.0,60.0,6.0,1.0,2.0
41112311.0,15000.0,13850.100643154168,15000.0,13850.100643154168,0.1655,531.44,490.6998323865235,5300.61,4894.265464673961,1.0830246210098267,3.0,1.0,36.0,17.0,1.0,0.0
41119125.0,11425.0,10549.159989869091,11425.0,10549.159989869091,0.24989999999999998,335.28,309.57744957578194,3008.38,2777.7577181901424,1.0830246210098267,3.0,0.0,60.0,29.0,1.0,1.0
41119450.0,25325.0,22600.789256040967,25325.0,22600.789256040967,0.1561,610.62,544.9355946899797,6694.86,5974.693779218102,1.1205360889434814,2.0,1.0,60.0,16.0,1.0,2.0
41119828.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.1465,236.07,210.6759454955021,2340.35,2088.5985048519437,1.1205360889434814,2.0,1.0,60.0,15.0,1.0,1.0
41119862.0,8000.0,7139.439843961608,8000.0,7139.439843961608,0.2899,243.13,216.97650115779822,2667.84,2380.860399164317,1.1205360889434814,2.0,0.0,36.0,1.0,0.0,3.0
41120005.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.1561,241.12,215.18271689700288,2630.64,2347.6620038898955,1.1205360889434814,2.0,1.0,60.0,16.0,0.0,1.0
41120056.0,1000.0,892.429980495201,1000.0,892.429980495201,0.2899,33.0,29.450189356341635,361.4,322.52419495096564,1.1205360889434814,2.0,1.0,36.0,10.0,0.0,1.0
41120150.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.1561,699.3,624.076285360294,7648.94,6826.143375008963,1.1205360889434814,2.0,1.0,36.0,16.0,1.0,2.0
41120754.0,5000.0,4462.149902476005,5000.0,4462.149902476005,0.2899,157.1,140.20074993579607,1723.56,1538.1566171823085,1.1205360889434814,2.0,1.0,36.0,10.0,0.0,1.0
41120916.0,35000.0,31235.049317332036,35000.0,31235.049317332036,0.2899,783.7,699.3973757140891,37901.96,33824.84542352989,1.1205360889434814,2.0,0.0,60.0,11.0,1.0,4.0
41121257.0,6000.0,5354.579882971207,6000.0,5354.579882971207,0.2899,187.72,167.52695593855913,2062.29,1840.449424475448,1.1205360889434814,2.0,0.0,36.0,5.0,1.0,1.0
41121600.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.2899,314.2,280.40149987159214,3447.11,3076.3043100648124,1.1205360889434814,2.0,1.0,36.0,6.0,0.0,2.0
41122421.0,7500.0,6693.224853714008,7500.0,6693.224853714008,0.2899,227.93,203.41156545427117,2276.83,2031.9113524908885,1.1205360889434814,2.0,1.0,36.0,5.0,0.0,4.0
41123209.0,18000.0,16063.739648913619,18000.0,16063.739648913619,0.1333,609.36,543.8111329145557,6080.27,5426.215237505557,1.1205360889434814,2.0,1.0,36.0,13.0,1.0,2.0
41130175.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.2899,329.91,294.4215748651718,3613.0,3224.349519529161,1.1205360889434814,2.0,1.0,36.0,10.0,0.0,3.0
41130602.0,16450.0,14680.473179146056,16450.0,14680.473179146056,0.1757,591.17,527.577831569348,6462.73,5767.53400784575,1.1205360889434814,2.0,1.0,36.0,19.0,1.0,2.0
41131404.0,21800.0,19454.973574795382,21800.0,19454.973574795382,0.1825,556.55,496.6819056446041,6077.84,5424.046632652953,1.1205360889434814,2.0,1.0,60.0,21.0,1.0,2.0
41131433.0,9000.0,8031.8698244568095,1000.0,892.429980495201,0.2899,294.61,262.9187965536912,2959.83,2641.4410291691106,1.1205360889434814,2.0,1.0,36.0,9.0,1.0,1.0
41132500.0,25000.0,22310.749512380025,25000.0,22310.749512380025,0.2899,531.06,473.9338654417814,5282.85,4714.573722459073,1.1205360889434814,2.0,1.0,60.0,8.0,1.0,4.0
41132596.0,20000.0,18466.800857538892,20000.0,18466.800857538892,0.2899,616.82,569.534605247357,6252.82,5773.479086901816,1.0830246210098267,3.0,1.0,36.0,4.0,0.0,1.0
41139280.0,12000.0,10709.159765942413,12000.0,10709.159765942413,0.2899,387.15,345.5042669487171,4245.33,3788.659769095692,1.1205360889434814,2.0,1.0,36.0,8.0,1.0,4.0
41141066.0,12800.0,11576.516263619795,12800.0,11576.516263619795,0.1561,308.63,279.12970425320134,3075.2,2781.2580323346556,1.1056866943836212,0.0,1.0,60.0,16.0,1.0,1.0
41141254.0,24000.0,21418.319531884827,24000.0,21418.319531884827,0.1333,550.14,490.9614294696299,6007.11,5360.925060132527,1.1205360889434814,2.0,1.0,60.0,13.0,1.0,4.0
41141450.0,15625.0,13944.218445237517,15625.0,13944.218445237517,0.1699,388.24,346.47701562745686,3852.9,3438.44347184996,1.1205360889434814,2.0,1.0,60.0,18.0,1.0,4.0
41142006.0,14000.0,12494.019726932815,14000.0,12494.019726932815,0.2899,430.24,383.9590748082553,4327.14,3861.6694658000047,1.1205360889434814,2.0,1.0,36.0,3.0,0.0,2.0
41142094.0,3000.0,2770.020128630834,3000.0,2770.020128630834,0.2899,94.26,87.0340324415808,940.71,868.5952117347706,1.0830246210098267,3.0,1.0,36.0,6.0,0.0,4.0
41143051.0,4000.0,3569.719921980804,4000.0,3569.719921980804,0.2899,125.68,112.16059994863687,4151.63,3705.0390799232914,1.1205360889434814,2.0,1.0,36.0,6.0,0.0,3.0
41144100.0,24000.0,21418.319531884827,24000.0,21418.319531884827,0.1561,1372.97,1225.2795903204963,5765.99,5145.7423432355245,1.1205360889434814,2.0,1.0,60.0,16.0,1.0,1.0
41144578.0,24000.0,22160.16102904667,24000.0,22160.16102904667,0.2899,485.38,448.17079001161136,4357.9,4023.8235728534364,1.0830246210098267,3.0,1.0,60.0,5.0,1.0,1.0
41149311.0,6000.0,5354.579882971207,6000.0,5354.579882971207,0.1333,203.12,181.27037763818524,2229.88,1990.011764906639,1.1205360889434814,2.0,1.0,60.0,13.0,1.0,4.0
41149882.0,25000.0,22610.38332738241,25000.0,22610.38332738241,0.2899,521.03,471.2275210026423,5184.83,4689.239751492486,1.1056866943836212,0.0,1.0,60.0,7.0,1.0,2.0
41150193.0,10000.0,8924.29980495201,10000.0,8924.29980495201,0.2899,308.41,275.23433028452496,3076.41,2745.480516295241,1.1205360889434814,2.0,1.0,36.0,4.0,0.0,1.0
41151102.0,18350.0,16376.09014208694,18350.0,16376.09014208694,0.2299,517.19,461.5558616123131,3079.7,2748.4166109310704,1.1205360889434814,2.0,0.0,60.0,26.0,0.0,2.0
41151237.0,18000.0,16063.739648913619,18000.0,16063.739648913619,0.1399,418.74,373.6961300325605,4578.16,4085.6872395039095,1.1205360889434814,2.0,1.0,60.0,14.0,1.0,2.0
41151443.0,14000.0,12494.019726932815,14000.0,12494.019726932815,0.2899,451.68,403.0927735900724,4509.03,4023.993554952276,1.1205360889434814,2.0,1.0,36.0,8.0,0.0,1.0
41152318.0,24425.0,21797.602273595287,24425.0,21797.602273595287,0.20489999999999997,913.84,815.5382133757346,9996.63,8921.29231591774,1.1205360889434814,2.0,1.0,60.0,24.0,1.0,2.0
41152954.0,20000.0,17848.59960990402,20000.0,17848.59960990402,0.2899,451.9,403.28910818578134,4504.9,4020.307819132831,1.1205360889434814,2.0,1.0,60.0,12.0,1.0,4.0
41159690.0,25000.0,22310.749512380025,25000.0,22310.749512380025,0.2899,833.83,744.1348906363136,9129.46,8147.403809731717,1.1205360889434814,2.0,1.0,36.0,11.0,1.0,2.0
